epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,3036.73,0.70407,0.53436,0.89753,0.91353,0.92863,0.97402,0.83564,0.66434,0.54134,0.92981,0.001118,0.001118,0.001118
18,3210.9,0.69811,0.57961,0.89674,0.90544,0.93407,0.97341,0.83722,0.64193,0.54811,0.91637,0.00110975,0.00110975,0.00110975
19,3388.34,0.69148,0.52724,0.89456,0.88715,0.93453,0.96878,0.83803,0.6366,0.57399,0.92064,0.0011015,0.0011015,0.0011015
20,3566.76,0.69316,0.52111,0.89123,0.90169,0.92878,0.96572,0.83273,0.63182,0.54369,0.9182,0.00109325,0.00109325,0.00109325
21,3745.15,0.67789,0.50243,0.88988,0.92523,0.93176,0.97811,0.82304,0.66648,0.54283,0.91167,0.001085,0.001085,0.001085
22,3924.65,0.6805,0.52818,0.89138,0.90569,0.93925,0.97437,0.82966,0.63903,0.55102,0.90642,0.00107675,0.00107675,0.00107675
23,4103.21,0.66331,0.4957,0.88733,0.89735,0.94677,0.9629,0.81628,0.6567,0.57922,0.91775,0.0010685,0.0010685,0.0010685
24,4278.6,0.66635,0.50902,0.88688,0.90004,0.94741,0.97579,0.84446,0.60882,0.52399,0.90204,0.00106025,0.00106025,0.00106025
25,4455.96,0.65502,0.49615,0.88297,0.90797,0.94032,0.97263,0.83425,0.6254,0.54216,0.90121,0.001052,0.001052,0.001052
26,4636.46,0.66036,0.49956,0.88324,0.90671,0.93979,0.97127,0.80046,0.67721,0.53247,0.90458,0.00104375,0.00104375,0.00104375
27,4816.89,0.66268,0.49292,0.88068,0.91073,0.94459,0.97727,0.84073,0.61094,0.49193,0.8989,0.0010355,0.0010355,0.0010355
28,4996.7,0.64378,0.48618,0.87674,0.90039,0.94449,0.9694,0.83807,0.60952,0.53556,0.89267,0.00102725,0.00102725,0.00102725
29,5176.14,0.64681,0.48776,0.88103,0.91852,0.94173,0.97374,0.8507,0.57591,0.51586,0.88635,0.001019,0.001019,0.001019
30,5358.49,0.62427,0.46116,0.86599,0.91307,0.93672,0.97423,0.84102,0.61364,0.53077,0.89871,0.00101075,0.00101075,0.00101075
31,5572.56,0.63789,0.47499,0.8795,0.91835,0.94382,0.97837,0.85525,0.56989,0.50076,0.88421,0.0010025,0.0010025,0.0010025
32,5773.98,0.62426,0.46688,0.86963,0.91964,0.94961,0.97501,0.85524,0.55891,0.50479,0.88194,0.00099425,0.00099425,0.00099425
33,5975.51,0.62449,0.46242,0.87099,0.88332,0.95313,0.96215,0.83123,0.5887,0.50164,0.88508,0.000986,0.000986,0.000986
34,6178.1,0.62057,0.46438,0.86756,0.91207,0.94783,0.97385,0.84941,0.57928,0.50524,0.88383,0.00097775,0.00097775,0.00097775
35,6380.65,0.60886,0.44749,0.86712,0.92442,0.94334,0.97906,0.85707,0.55484,0.49826,0.87292,0.0009695,0.0009695,0.0009695
36,6605.48,0.6136,0.45606,0.86531,0.91258,0.95109,0.97478,0.8578,0.56149,0.45393,0.88109,0.00096125,0.00096125,0.00096125
37,6803.1,0.60795,0.46782,0.86568,0.90254,0.94232,0.96138,0.82122,0.58089,0.47137,0.87558,0.000953,0.000953,0.000953
38,6975.86,0.61597,0.45095,0.87582,0.9088,0.96066,0.97355,0.85107,0.55965,0.48063,0.87276,0.00094475,0.00094475,0.00094475
39,7149.95,0.60092,0.45488,0.8663,0.90575,0.9533,0.97237,0.84858,0.55657,0.46013,0.87374,0.0009365,0.0009365,0.0009365
40,7342.83,0.6026,0.44848,0.86581,0.9059,0.95722,0.97591,0.85836,0.56039,0.46236,0.87692,0.00092825,0.00092825,0.00092825
41,7527.49,0.58947,0.43506,0.86065,0.91706,0.95464,0.97854,0.85251,0.55811,0.46003,0.87207,0.00092,0.00092,0.00092
42,7712.23,0.58898,0.43552,0.85998,0.91572,0.95314,0.97682,0.86809,0.51742,0.44238,0.86204,0.00091175,0.00091175,0.00091175
43,7896.6,0.58355,0.43324,0.85823,0.91744,0.94976,0.97701,0.85764,0.55122,0.44685,0.87433,0.0009035,0.0009035,0.0009035
44,8080.05,0.59308,0.43579,0.86553,0.92511,0.95073,0.97932,0.87157,0.5246,0.42806,0.86563,0.00089525,0.00089525,0.00089525
45,8257.92,0.5812,0.42673,0.85757,0.90499,0.95359,0.97641,0.85033,0.56457,0.48057,0.8702,0.000887,0.000887,0.000887
46,8437.03,0.57296,0.42822,0.85153,0.9386,0.94413,0.98279,0.86699,0.53605,0.4331,0.8631,0.00087875,0.00087875,0.00087875
47,8614,0.57701,0.41911,0.85694,0.92427,0.9527,0.97905,0.85389,0.55182,0.44855,0.86686,0.0008705,0.0008705,0.0008705
48,8790.89,0.57964,0.42501,0.8588,0.92836,0.9515,0.98141,0.86557,0.52354,0.42308,0.85785,0.00086225,0.00086225,0.00086225
49,8973.09,0.57357,0.41809,0.85464,0.9196,0.94914,0.97821,0.85316,0.54399,0.41675,0.86038,0.000854,0.000854,0.000854
50,9157.17,0.56896,0.41511,0.85145,0.92585,0.9567,0.98263,0.86707,0.5234,0.40301,0.85709,0.00084575,0.00084575,0.00084575
51,9339.14,0.5708,0.41645,0.8545,0.91688,0.9554,0.97571,0.85841,0.52333,0.43023,0.85498,0.0008375,0.0008375,0.0008375
52,9523.56,0.56336,0.40452,0.85033,0.92353,0.94879,0.97781,0.85636,0.53311,0.41907,0.85434,0.00082925,0.00082925,0.00082925
53,9707.03,0.57013,0.41487,0.85196,0.9267,0.95862,0.97968,0.87079,0.50395,0.39775,0.84853,0.000821,0.000821,0.000821
54,9890.13,0.5636,0.42041,0.85062,0.90563,0.96137,0.97041,0.85355,0.53416,0.41915,0.85958,0.00081275,0.00081275,0.00081275
55,10071.7,0.55416,0.40302,0.84405,0.92073,0.96235,0.98143,0.86588,0.51446,0.38105,0.84853,0.0008045,0.0008045,0.0008045
56,10252.9,0.55178,0.40488,0.84651,0.91387,0.96651,0.98117,0.87112,0.50324,0.38052,0.85027,0.00079625,0.00079625,0.00079625
57,10435.8,0.55298,0.39915,0.84859,0.92912,0.95487,0.98124,0.87364,0.49074,0.38205,0.84409,0.000788,0.000788,0.000788
58,10617.9,0.54476,0.3958,0.84465,0.92503,0.95341,0.97882,0.86123,0.51224,0.38914,0.84633,0.00077975,0.00077975,0.00077975
59,10800.7,0.54751,0.39555,0.84817,0.92393,0.95911,0.97856,0.8699,0.50359,0.38166,0.85022,0.0007715,0.0007715,0.0007715
60,10983.4,0.54662,0.3919,0.84306,0.92883,0.95901,0.97761,0.87109,0.49095,0.40714,0.84056,0.00076325,0.00076325,0.00076325
61,11165.3,0.54694,0.39196,0.84632,0.93282,0.95626,0.98436,0.88435,0.47623,0.39116,0.84088,0.000755,0.000755,0.000755
62,11347,0.54331,0.38602,0.8445,0.93138,0.95707,0.982,0.87087,0.50008,0.38336,0.8441,0.00074675,0.00074675,0.00074675
63,11528.8,0.53687,0.38705,0.84118,0.92628,0.95987,0.97909,0.86719,0.49034,0.37767,0.84029,0.0007385,0.0007385,0.0007385
64,11710.6,0.53257,0.38411,0.84371,0.92717,0.96603,0.98311,0.86993,0.49121,0.37963,0.84078,0.00073025,0.00073025,0.00073025
65,11893,0.52748,0.37746,0.83749,0.92311,0.9637,0.98081,0.86804,0.48887,0.38116,0.83945,0.000722,0.000722,0.000722
66,12073.8,0.52937,0.38005,0.83833,0.93152,0.96286,0.98105,0.87098,0.48162,0.36523,0.83589,0.00071375,0.00071375,0.00071375
67,12256.9,0.5278,0.38116,0.83997,0.92407,0.96434,0.98078,0.87691,0.47582,0.37273,0.83994,0.0007055,0.0007055,0.0007055
68,12437.6,0.52554,0.37311,0.83799,0.93255,0.95732,0.9795,0.87475,0.47,0.34988,0.83351,0.00069725,0.00069725,0.00069725
69,12620.1,0.52672,0.38114,0.83984,0.92789,0.95628,0.97741,0.86388,0.4882,0.37054,0.83841,0.000689,0.000689,0.000689
70,12802.4,0.52657,0.38111,0.83771,0.92205,0.9601,0.9772,0.86576,0.48179,0.38308,0.83545,0.00068075,0.00068075,0.00068075
71,12984.3,0.52203,0.37628,0.83353,0.93715,0.95764,0.98384,0.8776,0.4862,0.36112,0.8374,0.0006725,0.0006725,0.0006725
72,13165.9,0.52161,0.3708,0.8409,0.93078,0.96535,0.9814,0.8795,0.46644,0.3417,0.831,0.00066425,0.00066425,0.00066425
73,13346.6,0.51401,0.36456,0.8328,0.92807,0.96362,0.98172,0.8836,0.45933,0.35925,0.82848,0.000656,0.000656,0.000656
74,13528.5,0.51233,0.36135,0.83548,0.93175,0.96909,0.98473,0.88564,0.45883,0.33174,0.82647,0.00064775,0.00064775,0.00064775
75,13710.9,0.51614,0.37725,0.83766,0.92986,0.96537,0.97976,0.87879,0.45462,0.34292,0.82864,0.0006395,0.0006395,0.0006395
76,13893.9,0.51146,0.36875,0.83621,0.92747,0.96194,0.97889,0.8748,0.46851,0.35451,0.83143,0.00063125,0.00063125,0.00063125
77,14074,0.51237,0.36155,0.83527,0.92608,0.96655,0.98116,0.87546,0.46566,0.36657,0.83012,0.000623,0.000623,0.000623
78,14256.1,0.50355,0.35867,0.83042,0.93416,0.96243,0.98286,0.88403,0.45267,0.34244,0.82565,0.00061475,0.00061475,0.00061475
79,14437.1,0.50596,0.36579,0.83414,0.92744,0.96718,0.9855,0.89099,0.44739,0.33168,0.82469,0.0006065,0.0006065,0.0006065
80,14619.3,0.49903,0.35922,0.83054,0.93381,0.96048,0.98171,0.88096,0.46175,0.35167,0.82969,0.00059825,0.00059825,0.00059825
81,14801.5,0.50689,0.35723,0.83604,0.93214,0.9638,0.98341,0.88795,0.4549,0.33705,0.82741,0.00059,0.00059,0.00059
82,14982.8,0.50194,0.35861,0.83112,0.93557,0.96076,0.98214,0.88754,0.43913,0.3336,0.82143,0.00058175,0.00058175,0.00058175
83,15164.4,0.49311,0.35832,0.83178,0.94089,0.95925,0.98526,0.89247,0.44305,0.32946,0.82336,0.0005735,0.0005735,0.0005735
84,15345.8,0.49639,0.34848,0.83184,0.93714,0.95715,0.98436,0.88689,0.45278,0.35626,0.825,0.00056525,0.00056525,0.00056525
85,15526.7,0.49395,0.35268,0.82911,0.94235,0.9589,0.98373,0.8872,0.43972,0.32701,0.8222,0.000557,0.000557,0.000557
86,15708.1,0.48994,0.3438,0.82943,0.94232,0.95792,0.98403,0.89159,0.43267,0.32212,0.81946,0.00054875,0.00054875,0.00054875
87,15888.3,0.49097,0.34645,0.82829,0.94382,0.95679,0.98512,0.89005,0.44536,0.32256,0.82055,0.0005405,0.0005405,0.0005405
88,16070.4,0.48715,0.34136,0.8309,0.942,0.96218,0.98341,0.88834,0.4371,0.31069,0.82133,0.00053225,0.00053225,0.00053225
89,16252.6,0.48618,0.34301,0.82697,0.94203,0.96552,0.98446,0.88904,0.43185,0.3131,0.81722,0.000524,0.000524,0.000524
90,16433.5,0.48316,0.33999,0.8316,0.94114,0.95996,0.98382,0.88762,0.44023,0.31393,0.8206,0.00051575,0.00051575,0.00051575
91,16614.7,0.48659,0.34173,0.83048,0.94048,0.96476,0.98414,0.89046,0.43004,0.30889,0.81918,0.0005075,0.0005075,0.0005075
92,16795.7,0.48426,0.34079,0.82837,0.94082,0.96651,0.98374,0.8895,0.43748,0.3279,0.819,0.00049925,0.00049925,0.00049925
93,16977.3,0.47622,0.33438,0.82334,0.93969,0.96213,0.9846,0.89618,0.42047,0.31125,0.81457,0.000491,0.000491,0.000491
94,17158.9,0.47785,0.33428,0.82684,0.9404,0.96248,0.98405,0.89225,0.42618,0.31456,0.81404,0.00048275,0.00048275,0.00048275
95,17340.8,0.47278,0.33472,0.82207,0.93638,0.96327,0.98287,0.8874,0.42433,0.3088,0.81298,0.0004745,0.0004745,0.0004745
96,17522.3,0.47059,0.33472,0.82408,0.94146,0.9634,0.98176,0.88964,0.41969,0.31318,0.81317,0.00046625,0.00046625,0.00046625
97,17703.9,0.47562,0.32626,0.82322,0.94353,0.96442,0.98438,0.89493,0.41991,0.32745,0.81705,0.000458,0.000458,0.000458
98,17886.1,0.46794,0.3251,0.81997,0.93263,0.96687,0.98371,0.89416,0.42128,0.31015,0.81478,0.00044975,0.00044975,0.00044975
99,18067.5,0.47049,0.32926,0.82545,0.94125,0.96376,0.98269,0.89464,0.41897,0.29857,0.81186,0.0004415,0.0004415,0.0004415
100,18249.7,0.46994,0.33202,0.82404,0.947,0.96596,0.98607,0.89983,0.41618,0.29083,0.81072,0.00043325,0.00043325,0.00043325
101,18431.3,0.46779,0.33121,0.82676,0.94135,0.96652,0.98422,0.89616,0.41339,0.30708,0.81159,0.000425,0.000425,0.000425
102,18612.5,0.45843,0.318,0.82367,0.94328,0.96786,0.98619,0.89851,0.4128,0.29277,0.81043,0.00041675,0.00041675,0.00041675
103,18792.8,0.45871,0.32248,0.81883,0.94016,0.96619,0.98488,0.89606,0.41554,0.29163,0.81109,0.0004085,0.0004085,0.0004085
104,18974.8,0.46561,0.32311,0.82562,0.9468,0.96154,0.98419,0.88952,0.41686,0.31614,0.8094,0.00040025,0.00040025,0.00040025
105,19156.1,0.46064,0.32292,0.82115,0.94244,0.96642,0.98129,0.8942,0.40275,0.29407,0.80792,0.000392,0.000392,0.000392
106,19336.6,0.45671,0.31742,0.81962,0.9379,0.96794,0.98442,0.89817,0.4126,0.29692,0.80874,0.00038375,0.00038375,0.00038375
107,19518.9,0.45444,0.31592,0.8188,0.93861,0.97001,0.98491,0.89817,0.40165,0.28202,0.80682,0.0003755,0.0003755,0.0003755
108,19700.2,0.45146,0.3105,0.82027,0.94369,0.96524,0.98405,0.89408,0.406,0.28216,0.80589,0.00036725,0.00036725,0.00036725
109,19881.4,0.45226,0.30906,0.81751,0.94571,0.96557,0.98483,0.9005,0.39471,0.29046,0.8052,0.000359,0.000359,0.000359
110,20063.1,0.4477,0.30538,0.81979,0.94705,0.96487,0.9832,0.89846,0.39798,0.28221,0.8055,0.00035075,0.00035075,0.00035075
111,20243.8,0.45045,0.30945,0.81974,0.94529,0.96322,0.98334,0.89711,0.40044,0.28381,0.80562,0.0003425,0.0003425,0.0003425
112,20425,0.44405,0.30024,0.81362,0.94493,0.96716,0.98643,0.90572,0.39358,0.2812,0.80396,0.00033425,0.00033425,0.00033425
113,20605.4,0.44099,0.30639,0.81819,0.95273,0.95992,0.98559,0.9017,0.39674,0.28317,0.80334,0.000326,0.000326,0.000326
114,20786.1,0.43985,0.30262,0.81425,0.94697,0.96549,0.98615,0.90264,0.39324,0.28522,0.80347,0.00031775,0.00031775,0.00031775
115,20967.5,0.44584,0.31268,0.81626,0.94421,0.96685,0.98483,0.90449,0.38985,0.28904,0.80337,0.0003095,0.0003095,0.0003095
116,21148.2,0.44335,0.3045,0.81621,0.94975,0.9658,0.98567,0.90367,0.3966,0.28492,0.80393,0.00030125,0.00030125,0.00030125
117,21328.8,0.43603,0.30109,0.81526,0.95202,0.9621,0.98743,0.9092,0.3851,0.2756,0.80127,0.000293,0.000293,0.000293
118,21510.5,0.43445,0.29849,0.81639,0.9454,0.96619,0.98448,0.90038,0.39108,0.27692,0.80124,0.00028475,0.00028475,0.00028475
119,21691.3,0.43576,0.29852,0.81553,0.94687,0.96932,0.98657,0.90692,0.3889,0.27343,0.80062,0.0002765,0.0002765,0.0002765
120,21872.4,0.43061,0.29761,0.81511,0.94488,0.96713,0.98515,0.90597,0.38782,0.27444,0.8005,0.00026825,0.00026825,0.00026825
121,22052.6,0.43074,0.29675,0.81408,0.94913,0.96773,0.98588,0.90892,0.3832,0.27686,0.79963,0.00026,0.00026,0.00026
122,22235,0.43124,0.29069,0.8139,0.94453,0.97021,0.98578,0.90691,0.38588,0.26803,0.80019,0.00025175,0.00025175,0.00025175
123,22416.6,0.42424,0.29112,0.8127,0.94929,0.96618,0.98587,0.90518,0.38637,0.27402,0.79949,0.0002435,0.0002435,0.0002435
124,22598.5,0.42609,0.28848,0.81057,0.94796,0.96962,0.98642,0.90895,0.37879,0.25915,0.79777,0.00023525,0.00023525,0.00023525
125,22779.9,0.4273,0.28772,0.81133,0.94687,0.96819,0.98599,0.90804,0.38371,0.26809,0.7987,0.000227,0.000227,0.000227
126,22961.6,0.42303,0.28511,0.81181,0.94775,0.96623,0.98494,0.90567,0.3777,0.26174,0.79763,0.00021875,0.00021875,0.00021875
127,23142.7,0.424,0.28706,0.80731,0.94847,0.96424,0.98539,0.9075,0.37924,0.26305,0.79831,0.0002105,0.0002105,0.0002105
128,23323.2,0.41578,0.28045,0.80894,0.94685,0.96614,0.98496,0.90735,0.37847,0.26349,0.79691,0.00020225,0.00020225,0.00020225
129,23504,0.41889,0.28048,0.80931,0.94298,0.97092,0.98577,0.90846,0.37592,0.26492,0.79652,0.000194,0.000194,0.000194
130,23684.4,0.41432,0.2821,0.80896,0.94976,0.96559,0.98606,0.90834,0.37447,0.26656,0.79518,0.00018575,0.00018575,0.00018575
131,23864.6,0.41871,0.2811,0.81214,0.9516,0.96516,0.98694,0.91326,0.36764,0.25304,0.79472,0.0001775,0.0001775,0.0001775
132,24047.6,0.41391,0.28273,0.81078,0.94992,0.96643,0.98654,0.90873,0.37615,0.25749,0.79576,0.00016925,0.00016925,0.00016925
133,24228.6,0.41254,0.28132,0.81005,0.94795,0.96549,0.98714,0.91188,0.37328,0.25917,0.79562,0.000161,0.000161,0.000161
134,24408.7,0.41278,0.27405,0.80997,0.95025,0.966,0.98631,0.91044,0.36965,0.25392,0.79443,0.00015275,0.00015275,0.00015275
135,24589.5,0.41155,0.27765,0.81039,0.95004,0.96552,0.98601,0.91137,0.36621,0.25525,0.79411,0.0001445,0.0001445,0.0001445
136,24772.7,0.40779,0.27326,0.80762,0.95339,0.96543,0.98643,0.91346,0.3644,0.2564,0.79366,0.00013625,0.00013625,0.00013625
137,24953.3,0.40689,0.27203,0.81137,0.95028,0.96583,0.98635,0.91267,0.36251,0.25368,0.79305,0.000128,0.000128,0.000128
138,25133.5,0.40651,0.27397,0.81116,0.95125,0.96498,0.98597,0.91303,0.36499,0.25138,0.79373,0.00011975,0.00011975,0.00011975
139,25313.9,0.4061,0.27433,0.81016,0.95071,0.96681,0.98625,0.9134,0.36449,0.25221,0.79347,0.0001115,0.0001115,0.0001115
140,25493.4,0.40478,0.2715,0.81028,0.9505,0.96673,0.98604,0.91249,0.36515,0.25024,0.79306,0.00010325,0.00010325,0.00010325
141,25670.7,0.37874,0.24254,0.79951,0.95176,0.96553,0.98483,0.91126,0.37175,0.25216,0.79494,9.5e-05,9.5e-05,9.5e-05
142,25847.7,0.3715,0.2373,0.79145,0.95142,0.96538,0.98513,0.91228,0.37186,0.25343,0.79454,8.675e-05,8.675e-05,8.675e-05
143,26024.3,0.36887,0.23412,0.79265,0.95058,0.96617,0.98494,0.9117,0.37204,0.25027,0.79426,7.85e-05,7.85e-05,7.85e-05
144,26200.6,0.36782,0.23555,0.79461,0.95001,0.96848,0.98611,0.91472,0.36894,0.24578,0.79393,7.025e-05,7.025e-05,7.025e-05
145,26376.8,0.36522,0.23392,0.79284,0.95135,0.96582,0.98549,0.91434,0.36703,0.24647,0.79367,6.2e-05,6.2e-05,6.2e-05
146,26552.5,0.36618,0.234,0.79499,0.95145,0.96641,0.9852,0.91421,0.36624,0.24716,0.79293,5.375e-05,5.375e-05,5.375e-05
147,26729.2,0.36133,0.23296,0.79093,0.95207,0.96784,0.98599,0.9164,0.36196,0.24121,0.79192,4.55e-05,4.55e-05,4.55e-05
148,26905.9,0.36025,0.23016,0.79393,0.95143,0.96779,0.98608,0.91515,0.36315,0.24297,0.79209,3.725e-05,3.725e-05,3.725e-05
149,27081.6,0.35881,0.22817,0.79172,0.95057,0.96629,0.98537,0.9133,0.36474,0.24385,0.79247,2.9e-05,2.9e-05,2.9e-05
150,27258.9,0.35786,0.2286,0.78811,0.95142,0.96573,0.98553,0.91413,0.36312,0.24187,0.79216,2.075e-05,2.075e-05,2.075e-05
